index,title,certificate,runtime,genre,desc,rating,votes
2345,Ghayal Once Again,UA,127 min,"Action, Crime, Drama            ","A middle class girl, who lives with her family, falls in love with a rich boy. On the day of her engagement her father dies. In order to take care of her siblings, she must sacrifice her love.",5.3,507
2346,Dolly Kitty Aur Woh Chamakte Sitare,18,126 min,"Comedy, Drama            ","Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening.",7,"1,421"
2347,Premam,UA,147 min,"Romance, Thriller            ","After witnessing his parents' assassination by Thakur Hakim Singh, Laakhan Singh, and Roshan Singh; Captain Zorawar Singh from the Indian army takes shelter in Gauri's house and consumes an...                See full summary »",4.8,45
2348,Humraaz,U,173 min,"Action, Musical, Romance            ",A peaceful man completely devoted to his family finds his violent past resurfacing.,4.8,"1,055"
2349,Stanley Ka Dabba,U,96 min,"Comedy, Drama, Family            ","The story of an elderly woman, Godavari Thakkar, and her family: six sons, two daughters, and their spouses and children. Godavari lives in her father's huge mansion, the famous Krishna ...                See full summary »",8.3,435
2350,Aadu Jeevitham,null,null,"Adventure, Biography, Drama            ",A rowdy mechanic with a golden-heart turns into a body guard to save a family from goons.,4.8,856
2351,Paap,A,null,Thriller            ,Two students plan to investigate a strange phenomenon that they came across in a field during their summer holidays.,5.4,295
2352,Chocolate: Deep Dark Secrets,A,160 min,"Crime, Drama, Mystery            ",Kaliveera - The Indian Warrior is an upcoming action drama fiction movie. Starring debutant Ekalavyaa in a lead role. Produced by Jyothi Arts. Written and Directed by Aviram,6.7,56
2353,Alludu Seenu,A,151 min,"Action, Comedy            ",set around backdrop of marriage preparations during the lock down period.,6.2,89
2354,Koochie Koochie Hota Hai,null,null,"Animation, Family, Musical            ","A day before his engagement, a man is threatened by a local goon over a debt which he owes him.",5.3,341
2355,Ninnu Kori,U,137 min,"Comedy, Romance            ","The show is sequel of previous successful show, Jijaji Chhat Par Hai., & is a comedy cum horror story where 2 families will be fighting to get a Haveli (a Mansion) but these both families are unaware of ghost existence in that mansion.",7.3,610
2356,Naseeb,UA,138 min,"Comedy, Drama, Romance            ","A truck-driver accused of killing a man is sentenced to providing for the family of his victim. His interactions with the victim's village, as well as that person's widow and orphan, is the story.",7.4,233
2357,Yaarana,U,138 min,"Action, Comedy, Drama            ",Based on the true event of Delhi bus gang rape in December 2012.,6.4,32
2358,Darna Mana Hai,A,121 min,Horror            ,Super hit Bengali romantic comedy.,5.1,287
2359,Permanent Roommates,18+,21 min,"Comedy, Romance            ",A diverse band of crayons strive to protect not only their magical multihued homeland but the imagination of children everywhere from a terrifying monster.,4,657
2360,Back Door,U,100 min,Drama            ,"A sincere cop suspended from the department for locking horns with a few influential people in the society, starts taking revenge against those who finished off his dear ones.",7.1,"2,543"
2361,Khal Nayak,UA,190 min,"Action, Adventure, Crime            ","Two boys from rival colleges, one rich and the other poor, become good friends after an incident. A new girl in college makes both their hearts melt but neither realises that they love the same girl.",6.7,521
2362,Fuffad Ji,UA,114 min,Drama            ,"Bravehearts is India's first Army anthology series dedicated to the humans behind the heroes in our Army. The series explores 5 unique stories of hope, courage, sacrifice, and pride for our nation.",9,171
2363,Byomkesh Bakshi,Not Rated,40 min,"Adventure, Crime, Mystery            ","A drama about Chandragupta, the founder of the Maurya empire, a great warrior and ruler, known for uniting the Indian sub-continent. However, there remains his unexplored love story with ...                See full summary »",6.9,275
2364,Jai Mummy Di,UA,103 min,"Comedy, Drama, Romance            ","SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",7.2,"2,912"
2365,Kati Patang,null,167 min,"Drama, Family, Musical            ","""Manav"" - aspiring teacher takes initiative to teach Sex Education in school, but it goes wrong when one of the parent questions him to do that without parental consent. Clash of different believes rides the whole story.",6.6,121
2366,A Holy Conspiracy,UA,null,Drama            ,"Santya is an aggressive young chap, who is a matter of worry and fear for his family and society. He is good for nothing. However, a murder in the neighborhood poses a serious challenge of identity before him.",8.4,"2,554"
2367,Marmadesam: Vidaathu Karuppu,null,23 min,"Mystery, Thriller            ","Raktanchal is a crime drama inspired by real-life events from the '80s of Purvanchal, Uttar Pradesh, at the time when the state development work was distributed through tenders. The ...                See full summary »",6.8,"7,917"
2368,Kranti,null,null,"Action, Drama            ","A young elephant goes on an extraordinary adventure and learns important lessons along the way about friendship, love and courage.",5.6,"1,288"
2369,Siva Manasula Sakthi,UA,138 min,"Comedy, Drama, Romance            ","Azhagar and his friend Paraman kill the person who humiliated Kanugu's brother and surrenders themselves to the police. However, they soon learn that Kanugu has betrayed them.",8.1,"2,052"
2370,Breast Tax,null,null,"Short, History            ","Aditya an engineer, travels to Canada for training. There he meets Jia a beautiful woman from an influential family. Fate keeps pushing the pair together, and even though both are already betrothed to others, Adi and Jia fall in love.",5.2,"4,254"
2371,Thenali,U,164 min,"Comedy, Drama            ",An honest encounter specialist's life begins to change with the arrival of a new police commissioner who has ties with a local don.,7.8,"8,978"
2372,Daag: A Poem of Love,U,146 min,"Drama, Music, Romance            ",A traffic police officer teams up with his friend and doctors in order to escape a deadly zombie apocalypse in the town and find out the possible antidote to stop it before time runs out.,5.9,"1,650"
2373,Shree 420,U,168 min,"Comedy, Crime, Drama            ",A TV anchor rejects the advances of his landlord's daughter; the reasons for his actions become clear as this story unfolds.,8.3,58
2374,Mere Pyare Jijaji,A,null,Romance            ,"Web series showing PM Narendra Modi's life, following the character of Modi from his childhood to his to becoming a hermit, his days during the Emergency period, and his subsequent rise in politics, to him becoming the Prime Minister.",4.5,"1,186"
2375,Yoddha the Warrior,UA,151 min,"Action, Drama, Fantasy            ","Nayana was cheated by her prospective fiancee, but when he does the same to a dear friend, she decides enough is enough",3.6,115
2376,Love You Mahri Jaan (Rajasthani),null,137 min,Drama            ,A small town girl who goes through a lot of hardships and finally comes out with triumphant colors.,7,64
2377,Kaavalan,U,155 min,"Action, Comedy, Drama            ","A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths.",4.8,"5,490"
2378,Pankhirya Udi Udi,null,null,Romance            ,Gangsters kidnap the prospective son-in-law of a politician in order to secure the release of an imprisoned gang-member.,7.4,"4,675"
2379,Kolamavu Kokila,UA,140 min,"Comedy, Crime, Drama            ","Pining for a lavish life abroad, a lazy but lovable guy-next-door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",7.7,"4,581"
2380,Chor Nikal Ke Bhaga,null,null,"Crime, Drama, Thriller            ","When an illegal hooch baron's reign of terror troubles an entire village, the people turn to the only man who can save them: Raja, the flamboyant don with a heart of gold.",6,"3,805"
2381,Golkeri,UA,128 min,"Comedy, Drama            ",Disha gang assault and killing on 27 November 2019 shocked the entire country when 4 young guys in a Lorry targeted a Scooty driving young veterinary doctor and brutalized her crossing the upper limits in the crime history of India,9.3,468
2382,Siddharth,null,96 min,Drama            ,Add a Plot,7.9,"1,556"
2383,Kurbaan,A,161 min,"Action, Crime, Drama            ",A neighborhood good-for-nothing attempts to romance the new girl in town.,7.8,"2,681"
2384,Dhuruvangal Pathinaaru,UA,105 min,"Crime, Drama, Mystery            ","Chhota Bheem and his friends decide to participate in the annual martial arts competition held at China, where the country's princess gets kidnapped by an evil demon Zuhu.",5.4,175
2385,Kaapa,null,null,"Action, Crime, Thriller            ","For the well-being of her children, a destitute widow is forced to marry a man she dislikes.",6.7,48
2386,Waltair Veerayya,null,null,"Action, Drama            ","When Mala Coutinho, the sole owner of a 200 year old Portugese villa is stabbed to death in her bed on the night of Christmas Eve, junior cop Sanket Salelkar, gets the first murder case of ...                See full summary »",6.1,228
2387,Shootout at Wadala,A,155 min,"Action, Biography, Crime            ","One stormy night, a doctor offers a ride to a ghostly woman he meets on the side of the road. Later, he discovers his intended bride is identical in appearance to the ghost. Who was she and why does she haunt him?",7.6,"1,150"
